Index name,Date,Delivery price
BTC_USD,2021-06-27,33368.20
BTC_USD,2021-06-26,30920.87
BTC_USD,2021-06-25,34140.41
BTC_USD,2021-06-24,33021.33
BTC_USD,2021-06-23,34097.99
BTC_USD,2021-06-22,32712.94
BTC_USD,2021-06-21,32884.99

ETH_USD,2021-06-27,1866.45
ETH_USD,2021-06-26,1757.99
ETH_USD,2021-06-25,1936.80
ETH_USD,2021-06-24,1930.66
ETH_USD,2021-06-23,2012.30
ETH_USD,2021-06-22,1946.33
ETH_USD,2021-06-21,2008.75
